temp_level,humidity,precipitation,frequency_outbreak_in_area,travel_patterns,mosquito_species,malaria_vectors,vectors_infection_rates,healthcare_availability,healthcare_accessibility,malaria_treatment_success_rates,land_use,mosquito_breeding_sites,stagnant_waters,iot_air_quality,iot_water_quality,presence_of_vegetation,outbreak_threshold
Low,High,No,High,High,Aedes aegypti,Yes,High,Yes,Yes,Low,Urban,No,No,Bad,Good,Yes,0.57305083
Low,High,No,Low,High,Culex quinquefasciatus,No,Low,No,Yes,Low,Urban,No,No,Bad,Good,No,0.971041804
Low,Low,No,Low,Low,Anopheles gambiae,No,Low,Yes,No,High,Urban,No,No,Good,Good,No,0.121879405
Low,Low,Yes,Low,High,Anopheles gambiae,Yes,Low,No,Yes,High,Urban,No,Yes,Bad,Bad,No,0.288397048
Low,Low,Yes,High,Low,Aedes aegypti,Yes,Low,No,Yes,High,Rural,No,Yes,Bad,Bad,Yes,0.637866583
High,High,No,High,Low,Aedes aegypti,Yes,Low,No,Yes,High,Urban,No,Yes,Good,Good,No,0.772382337
High,Low,Yes,High,Low,Aedes aegypti,No,Low,No,Yes,High,Rural,No,Yes,Bad,Bad,No,0.601681466
High,High,No,High,High,Aedes aegypti,No,High,No,Yes,High,Rural,No,No,Bad,Bad,Yes,0.457338299
Low,High,Yes,Low,High,Aedes aegypti,No,Low,No,Yes,Low,Urban,Yes,No,Bad,Bad,Yes,0.70956474
High,Low,Yes,High,Low,Anopheles gambiae,Yes,Low,No,No,High,Rural,Yes,Yes,Bad,Good,Yes,0.884050685
High,Low,No,High,Low,Aedes aegypti,Yes,Low,Yes,Yes,High,Urban,Yes,No,Good,Good,No,0.235836434
High,High,No,Low,Low,Aedes aegypti,No,High,Yes,No,Low,Rural,No,No,Bad,Bad,Yes,0.159175122
High,Low,No,Low,Low,Anopheles gambiae,No,Low,No,No,High,Urban,Yes,No,Bad,Bad,Yes,0.37546815
High,Low,Yes,High,High,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,No,No,Bad,Good,No,0.383954954
Low,High,No,High,High,Aedes aegypti,No,High,No,No,High,Urban,Yes,No,Bad,Good,No,0.169761444
Low,High,No,Low,Low,Anopheles gambiae,Yes,Low,Yes,No,Low,Urban,No,Yes,Bad,Good,Yes,0.717373135
High,Low,No,High,High,Aedes aegypti,No,Low,No,Yes,High,Rural,No,No,Bad,Bad,Yes,0.317618772
High,High,Yes,Low,Low,Aedes aegypti,No,Low,Yes,No,High,Urban,Yes,No,Bad,Bad,No,0.146201012
Low,High,No,High,Low,Anopheles gambiae,No,Low,No,Yes,High,Rural,No,No,Good,Bad,Yes,0.4630941
High,Low,Yes,High,Low,Aedes aegypti,Yes,Low,No,No,Low,Rural,No,No,Good,Good,Yes,0.568374842
High,High,Yes,Low,Low,Aedes aegypti,Yes,Low,No,Yes,Low,Rural,No,Yes,Good,Good,Yes,0.82538859
High,High,Yes,Low,High,Aedes aegypti,No,High,No,No,High,Urban,No,No,Bad,Good,Yes,0.670150414
Low,Low,Yes,Low,Low,Culex quinquefasciatus,Yes,High,No,Yes,Low,Urban,Yes,Yes,Good,Good,No,0.773917037
High,High,No,Low,High,Culex quinquefasciatus,No,Low,Yes,Yes,High,Urban,No,No,Bad,Bad,Yes,0.270578371
High,Low,No,Low,Low,Aedes aegypti,No,Low,No,Yes,High,Urban,No,No,Good,Good,No,0.192283205
Low,High,Yes,High,Low,Aedes aegypti,No,Low,Yes,No,Low,Rural,Yes,No,Good,Good,No,0.069496413
High,Low,No,High,Low,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Urban,Yes,No,Good,Good,No,0.03938643
High,High,No,High,High,Aedes aegypti,No,Low,No,No,Low,Urban,No,No,Good,Bad,Yes,0.598757131
Low,Low,No,Low,High,Culex quinquefasciatus,Yes,High,Yes,Yes,High,Urban,No,No,Good,Good,Yes,0.971131799
High,High,No,High,High,Anopheles gambiae,Yes,High,Yes,No,High,Urban,Yes,No,Good,Bad,Yes,0.171840482
Low,Low,Yes,High,High,Culex quinquefasciatus,No,High,Yes,Yes,Low,Rural,No,Yes,Bad,Bad,Yes,0.371565905
High,High,Yes,Low,High,Culex quinquefasciatus,No,Low,Yes,No,Low,Rural,No,No,Bad,Bad,Yes,0.442588327
High,High,No,Low,High,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,No,No,Bad,Good,Yes,0.375170531
Low,Low,No,High,High,Aedes aegypti,Yes,Low,No,Yes,High,Urban,No,No,Bad,Good,No,0.429735705
Low,High,No,Low,Low,Aedes aegypti,Yes,Low,No,Yes,High,Rural,Yes,No,Bad,Good,Yes,0.564870524
Low,Low,Yes,High,High,Anopheles gambiae,Yes,Low,Yes,No,Low,Rural,Yes,No,Good,Good,No,0.093818138
Low,Low,No,High,Low,Anopheles gambiae,Yes,Low,No,No,High,Rural,No,Yes,Bad,Bad,No,0.390049541
Low,Low,No,High,High,Culex quinquefasciatus,No,High,Yes,No,Low,Rural,No,No,Good,Bad,Yes,0.424074149
High,Low,No,Low,Low,Anopheles gambiae,No,High,No,No,High,Urban,Yes,No,Bad,Bad,No,0.664349296
Low,High,No,Low,Low,Anopheles gambiae,Yes,High,No,Yes,Low,Urban,No,No,Good,Good,Yes,0.479758406
Low,Low,No,High,Low,Aedes aegypti,No,High,Yes,Yes,Low,Urban,Yes,Yes,Good,Bad,Yes,0.456828384
Low,High,No,Low,High,Aedes aegypti,Yes,High,Yes,No,Low,Urban,No,No,Good,Good,No,0.344506983
Low,Low,Yes,High,High,Aedes aegypti,No,High,No,Yes,High,Urban,No,No,Good,Bad,No,0.389903707
High,Low,No,Low,Low,Anopheles gambiae,No,High,Yes,Yes,Low,Rural,Yes,No,Good,Good,No,0.282310344
High,High,Yes,Low,High,Anopheles gambiae,Yes,Low,Yes,No,Low,Rural,No,No,Bad,Good,No,0.551113795
Low,High,Yes,Low,High,Aedes aegypti,No,High,No,Yes,High,Urban,No,No,Bad,Bad,No,0.596156859
Low,High,Yes,Low,High,Culex quinquefasciatus,Yes,High,No,Yes,High,Rural,Yes,No,Good,Bad,Yes,0.925231477
High,High,No,High,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,No,No,Bad,Good,Yes,0.927272456
Low,High,No,High,High,Anopheles gambiae,Yes,High,No,No,Low,Rural,No,Yes,Bad,Bad,No,0.659303311
Low,High,Yes,Low,Low,Anopheles gambiae,No,Low,Yes,Yes,High,Urban,Yes,No,Bad,Good,Yes,0.392590834
High,Low,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,High,Urban,Yes,No,Bad,Good,Yes,0.069036145
High,Low,No,High,Low,Anopheles gambiae,No,Low,No,Yes,High,Urban,Yes,No,Bad,Good,No,0.848777231
High,Low,Yes,High,Low,Anopheles gambiae,Yes,High,Yes,Yes,Low,Rural,No,No,Good,Good,Yes,0.130997227
High,Low,Yes,Low,High,Culex quinquefasciatus,Yes,High,No,Yes,High,Urban,No,Yes,Good,Bad,No,0.012854996
Low,High,No,High,High,Culex quinquefasciatus,No,Low,No,Yes,Low,Rural,No,No,Bad,Bad,Yes,0.353851016
Low,Low,No,Low,Low,Aedes aegypti,Yes,Low,Yes,Yes,High,Urban,No,No,Good,Good,Yes,0.901614963
High,Low,No,High,Low,Aedes aegypti,Yes,Low,Yes,No,High,Rural,Yes,Yes,Good,Good,No,0.840709095
High,Low,Yes,High,High,Culex quinquefasciatus,No,High,No,Yes,High,Urban,Yes,No,Bad,Good,No,0.942036849
High,Low,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,No,Low,Urban,No,Yes,Good,Good,No,0.705648436
Low,Low,No,High,Low,Culex quinquefasciatus,Yes,Low,No,Yes,Low,Urban,No,Yes,Good,Bad,No,0.574119947
High,Low,Yes,Low,Low,Aedes aegypti,No,High,No,Yes,Low,Rural,Yes,Yes,Good,Bad,No,0.323921389
High,High,No,Low,High,Aedes aegypti,Yes,Low,Yes,No,High,Urban,Yes,Yes,Bad,Good,No,0.571624197
Low,High,Yes,High,Low,Culex quinquefasciatus,No,Low,Yes,No,High,Urban,No,Yes,Good,Good,Yes,0.332053081
High,High,No,Low,High,Culex quinquefasciatus,Yes,Low,No,No,High,Rural,Yes,Yes,Bad,Good,Yes,0.87119568
High,Low,Yes,Low,High,Anopheles gambiae,No,Low,Yes,Yes,Low,Urban,No,No,Good,Good,Yes,0.709952292
Low,High,No,Low,Low,Anopheles gambiae,Yes,High,Yes,No,High,Rural,Yes,No,Good,Bad,No,0.42104967
High,Low,No,High,Low,Aedes aegypti,No,Low,No,No,High,Urban,Yes,No,Good,Good,No,0.716505696
High,Low,No,High,Low,Culex quinquefasciatus,Yes,Low,Yes,Yes,High,Urban,No,No,Good,Good,Yes,0.744273414
Low,High,Yes,Low,High,Anopheles gambiae,No,High,Yes,Yes,High,Rural,Yes,No,Good,Good,No,0.057662231
Low,High,No,High,High,Culex quinquefasciatus,Yes,High,Yes,No,Low,Rural,No,No,Bad,Bad,Yes,0.63491667
Low,High,Yes,Low,High,Anopheles gambiae,No,High,No,No,Low,Rural,No,No,Good,Good,Yes,0.279966957
High,High,No,Low,Low,Aedes aegypti,Yes,High,No,Yes,High,Rural,No,Yes,Good,Good,Yes,0.846536368
Low,High,Yes,High,Low,Anopheles gambiae,Yes,High,Yes,No,Low,Rural,Yes,No,Good,Bad,No,0.578738011
Low,High,Yes,Low,Low,Culex quinquefasciatus,Yes,High,No,Yes,Low,Rural,No,Yes,Bad,Bad,Yes,0.491238976
High,Low,Yes,Low,High,Anopheles gambiae,Yes,Low,No,Yes,High,Urban,No,Yes,Good,Bad,No,0.633941368
High,Low,Yes,High,Low,Culex quinquefasciatus,No,High,No,Yes,High,Urban,No,No,Bad,Good,Yes,0.943883228
High,High,Yes,High,Low,Aedes aegypti,No,High,Yes,No,High,Rural,No,No,Bad,Good,Yes,0.740111616
Low,Low,Yes,High,Low,Anopheles gambiae,Yes,High,No,Yes,Low,Rural,No,No,Good,Bad,Yes,0.967050559
High,High,Yes,High,Low,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,Yes,Yes,Good,Good,Yes,0.507749432
High,Low,No,High,Low,Culex quinquefasciatus,No,Low,No,Yes,High,Urban,No,Yes,Good,Bad,Yes,0.469867493
High,Low,No,Low,Low,Culex quinquefasciatus,No,Low,Yes,Yes,Low,Rural,Yes,Yes,Good,Good,Yes,0.842598691
High,High,No,Low,High,Culex quinquefasciatus,No,High,No,Yes,Low,Rural,Yes,No,Good,Bad,No,0.214141625
High,Low,No,Low,Low,Aedes aegypti,Yes,High,No,No,High,Rural,No,No,Good,Good,Yes,0.164649666
Low,High,Yes,High,High,Culex quinquefasciatus,Yes,High,Yes,No,Low,Rural,No,No,Bad,Good,No,0.265880125
High,High,Yes,Low,Low,Anopheles gambiae,No,Low,Yes,No,High,Urban,No,Yes,Good,Bad,Yes,0.222926897
High,High,No,High,Low,Aedes aegypti,Yes,High,Yes,Yes,Low,Rural,Yes,Yes,Good,Good,No,0.017233253
Low,High,No,Low,High,Anopheles gambiae,No,High,Yes,Yes,Low,Urban,No,Yes,Bad,Good,Yes,0.16908099
High,Low,No,Low,Low,Aedes aegypti,No,High,Yes,Yes,Low,Rural,Yes,Yes,Good,Good,No,0.552928262
Low,High,Yes,Low,Low,Culex quinquefasciatus,No,High,Yes,Yes,High,Rural,No,Yes,Good,Good,Yes,0.386454687
Low,Low,No,Low,Low,Anopheles gambiae,No,Low,Yes,Yes,Low,Rural,Yes,Yes,Good,Bad,No,0.012021865
High,High,No,Low,High,Aedes aegypti,Yes,High,Yes,Yes,Low,Urban,Yes,No,Good,Good,No,0.982941809
High,High,No,High,Low,Anopheles gambiae,No,High,Yes,Yes,Low,Rural,Yes,Yes,Good,Bad,Yes,0.958472412
High,Low,Yes,High,High,Aedes aegypti,No,High,Yes,No,High,Urban,No,Yes,Good,Bad,Yes,0.096550347
Low,Low,Yes,Low,Low,Aedes aegypti,Yes,High,Yes,No,High,Urban,No,Yes,Bad,Good,No,0.21413955
Low,High,No,High,High,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Rural,No,Yes,Good,Bad,No,0.115408833
High,High,Yes,High,Low,Culex quinquefasciatus,Yes,High,No,No,Low,Urban,No,No,Good,Bad,Yes,0.993036772
Low,Low,No,High,Low,Anopheles gambiae,Yes,High,No,Yes,High,Urban,Yes,No,Bad,Bad,Yes,0.959176908
High,High,Yes,Low,Low,Anopheles gambiae,Yes,Low,Yes,No,Low,Rural,No,No,Bad,Good,Yes,0.237112785
High,Low,No,Low,Low,Aedes aegypti,Yes,Low,No,Yes,Low,Rural,No,Yes,Good,Good,Yes,0.665178725
Low,Low,No,High,High,Culex quinquefasciatus,Yes,High,Yes,Yes,High,Urban,Yes,Yes,Good,Good,Yes,0.999225102
High,High,No,High,High,Culex quinquefasciatus,No,Low,No,No,High,Rural,Yes,No,Bad,Bad,Yes,0.914314037
High,High,Yes,High,Low,Culex quinquefasciatus,Yes,High,Yes,No,High,Urban,Yes,No,Bad,Good,Yes,0.605852792
Low,High,Yes,Low,Low,Culex quinquefasciatus,No,High,Yes,Yes,High,Rural,No,Yes,Good,Bad,No,0.643351493
Low,Low,No,Low,Low,Aedes aegypti,Yes,High,No,No,High,Rural,Yes,No,Bad,Bad,No,0.065644941
Low,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,No,No,High,Urban,No,Yes,Good,Bad,Yes,0.142913032
Low,High,Yes,Low,Low,Anopheles gambiae,No,High,No,Yes,High,Urban,Yes,Yes,Bad,Bad,No,0.842090793
High,High,No,High,Low,Aedes aegypti,Yes,High,No,No,High,Rural,No,No,Bad,Bad,No,0.826903968
Low,Low,No,Low,High,Culex quinquefasciatus,Yes,High,No,No,High,Rural,Yes,No,Good,Bad,Yes,0.624836315
Low,High,Yes,Low,High,Aedes aegypti,No,Low,Yes,No,Low,Rural,Yes,Yes,Good,Good,Yes,0.946130565
Low,Low,No,Low,High,Aedes aegypti,Yes,High,No,No,High,Rural,Yes,No,Bad,Good,No,0.088760729
High,High,No,High,Low,Culex quinquefasciatus,No,Low,Yes,Yes,Low,Rural,No,No,Good,Bad,No,0.74715793
Low,Low,No,High,High,Anopheles gambiae,Yes,High,No,Yes,Low,Urban,Yes,No,Good,Good,Yes,0.107660054
High,High,No,Low,High,Culex quinquefasciatus,No,High,No,Yes,High,Urban,Yes,Yes,Good,Bad,Yes,0.160231134
Low,Low,No,High,Low,Aedes aegypti,Yes,High,Yes,No,High,Urban,Yes,No,Bad,Bad,No,0.291805242
Low,High,Yes,Low,Low,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Urban,Yes,Yes,Good,Good,Yes,0.628511016
High,High,Yes,High,Low,Aedes aegypti,Yes,Low,Yes,No,Low,Rural,No,Yes,Bad,Good,Yes,0.977719279
High,High,No,Low,Low,Culex quinquefasciatus,Yes,Low,Yes,No,Low,Urban,Yes,No,Good,Good,No,0.661872309
High,Low,No,Low,Low,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,Yes,No,Bad,Good,Yes,0.103884672
High,High,No,Low,High,Aedes aegypti,Yes,Low,Yes,No,High,Urban,No,No,Good,Bad,Yes,0.662249372
Low,High,Yes,High,High,Aedes aegypti,Yes,Low,No,No,Low,Rural,Yes,No,Good,Bad,Yes,0.790543423
Low,Low,No,High,Low,Anopheles gambiae,Yes,Low,No,Yes,Low,Rural,No,No,Bad,Bad,Yes,0.935899465
High,High,No,Low,High,Culex quinquefasciatus,No,Low,Yes,No,Low,Urban,Yes,Yes,Bad,Good,Yes,0.169166433
High,High,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,Yes,Yes,Low,Rural,No,No,Good,Bad,No,0.719547869
Low,High,No,High,Low,Anopheles gambiae,No,Low,Yes,Yes,High,Rural,Yes,Yes,Good,Good,No,0.307017396
High,High,Yes,High,High,Aedes aegypti,No,High,No,Yes,Low,Urban,Yes,No,Bad,Good,No,0.252995591
High,Low,No,Low,Low,Culex quinquefasciatus,No,High,No,No,High,Urban,No,Yes,Good,Good,Yes,0.474238795
High,High,No,High,Low,Anopheles gambiae,Yes,Low,No,Yes,High,Urban,Yes,No,Bad,Good,Yes,0.625431159
High,Low,No,Low,Low,Culex quinquefasciatus,No,Low,Yes,Yes,Low,Rural,No,Yes,Good,Bad,No,0.765391319
High,Low,Yes,High,High,Culex quinquefasciatus,Yes,High,No,Yes,Low,Rural,Yes,Yes,Good,Bad,Yes,0.379582924
High,High,No,Low,High,Anopheles gambiae,No,Low,Yes,Yes,High,Urban,No,No,Bad,Bad,No,0.194322573
High,High,Yes,Low,High,Aedes aegypti,Yes,High,Yes,Yes,Low,Urban,Yes,Yes,Good,Bad,No,0.697035457
Low,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,Yes,No,Low,Rural,Yes,No,Bad,Good,Yes,0.13077958
Low,High,Yes,Low,Low,Anopheles gambiae,Yes,Low,No,Yes,High,Rural,Yes,No,Good,Bad,Yes,0.310176022
High,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,Yes,No,Low,Urban,Yes,Yes,Good,Good,No,0.407521721
Low,High,No,Low,Low,Culex quinquefasciatus,No,Low,Yes,Yes,High,Urban,Yes,Yes,Good,Bad,Yes,0.696466063
Low,High,No,High,High,Culex quinquefasciatus,Yes,High,No,No,Low,Rural,No,No,Good,Good,No,0.702207336
Low,High,Yes,Low,High,Culex quinquefasciatus,Yes,Low,No,Yes,Low,Urban,Yes,Yes,Bad,Good,No,0.179951637
High,High,Yes,High,Low,Culex quinquefasciatus,No,High,No,No,Low,Rural,Yes,Yes,Good,Good,Yes,0.614135289
High,High,No,High,High,Aedes aegypti,No,High,Yes,No,Low,Rural,No,No,Good,Good,Yes,0.646650753
Low,High,Yes,Low,Low,Aedes aegypti,No,Low,No,Yes,Low,Urban,Yes,No,Bad,Good,No,0.902571325
Low,Low,Yes,High,High,Anopheles gambiae,Yes,High,No,Yes,Low,Urban,No,No,Good,Bad,Yes,0.939938069
Low,High,No,High,Low,Anopheles gambiae,No,Low,Yes,No,High,Rural,Yes,No,Good,Bad,No,0.27090889
High,High,Yes,High,Low,Culex quinquefasciatus,No,High,No,No,High,Rural,No,Yes,Bad,Bad,Yes,0.73556275
Low,High,Yes,Low,High,Culex quinquefasciatus,Yes,High,No,No,High,Urban,No,No,Bad,Bad,No,0.973836926
High,High,No,Low,High,Anopheles gambiae,No,Low,No,No,Low,Urban,No,No,Bad,Good,No,0.881722398
High,Low,No,Low,High,Anopheles gambiae,Yes,High,Yes,No,High,Rural,No,No,Bad,Good,Yes,0.049390815
Low,Low,Yes,Low,High,Culex quinquefasciatus,Yes,Low,No,Yes,High,Rural,No,Yes,Bad,Bad,No,0.268697314
Low,Low,No,High,Low,Culex quinquefasciatus,No,High,No,No,Low,Rural,No,No,Good,Bad,No,0.255578487
Low,Low,Yes,High,Low,Aedes aegypti,Yes,High,Yes,Yes,Low,Urban,Yes,No,Bad,Good,No,0.605866512
Low,High,No,Low,Low,Aedes aegypti,Yes,High,No,No,Low,Urban,Yes,No,Good,Good,No,0.60264024
High,Low,Yes,Low,High,Anopheles gambiae,No,High,No,No,Low,Urban,No,Yes,Good,Bad,No,0.439083356
High,High,Yes,Low,Low,Aedes aegypti,No,Low,Yes,No,Low,Urban,No,Yes,Bad,Bad,Yes,0.895987844
Low,Low,Yes,High,Low,Anopheles gambiae,Yes,High,Yes,Yes,Low,Rural,No,No,Bad,Good,No,0.331629627
Low,Low,Yes,Low,High,Aedes aegypti,Yes,High,Yes,Yes,Low,Urban,Yes,No,Bad,Good,Yes,0.468287646
High,Low,No,Low,Low,Aedes aegypti,Yes,Low,Yes,No,High,Urban,No,Yes,Good,Good,Yes,0.91312885
Low,High,Yes,High,High,Anopheles gambiae,Yes,High,Yes,No,Low,Rural,No,No,Good,Good,No,0.466505057
Low,High,Yes,High,High,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,Yes,No,Good,Bad,Yes,0.431691732
High,Low,No,Low,High,Aedes aegypti,No,Low,No,Yes,Low,Urban,Yes,Yes,Good,Good,Yes,0.804274194
High,High,No,High,Low,Anopheles gambiae,Yes,Low,No,No,High,Rural,No,Yes,Bad,Good,Yes,0.384983159
Low,Low,No,High,Low,Culex quinquefasciatus,No,High,Yes,No,High,Urban,No,Yes,Bad,Bad,Yes,0.909628922
Low,Low,Yes,Low,Low,Culex quinquefasciatus,No,High,No,Yes,Low,Urban,No,No,Bad,Good,No,0.998686058
Low,Low,Yes,Low,Low,Aedes aegypti,No,High,Yes,No,Low,Rural,No,Yes,Good,Bad,No,0.565829496
Low,Low,Yes,High,High,Aedes aegypti,No,Low,Yes,Yes,High,Urban,No,Yes,Bad,Good,Yes,0.144714981
High,High,No,High,Low,Anopheles gambiae,No,High,No,No,High,Rural,Yes,Yes,Good,Bad,No,0.39496639
High,High,Yes,High,Low,Anopheles gambiae,Yes,High,No,No,Low,Urban,No,No,Good,Bad,No,0.151484727
Low,Low,Yes,Low,High,Culex quinquefasciatus,Yes,Low,No,No,Low,Rural,Yes,No,Bad,Bad,No,0.217784473
Low,High,Yes,High,Low,Aedes aegypti,No,High,Yes,No,High,Urban,No,No,Bad,Bad,No,0.105558173
Low,High,No,Low,Low,Aedes aegypti,Yes,Low,No,Yes,High,Rural,Yes,Yes,Good,Good,No,0.698613344
High,Low,No,High,High,Anopheles gambiae,Yes,Low,Yes,Yes,Low,Urban,Yes,Yes,Good,Bad,No,0.848342064
Low,High,No,High,High,Aedes aegypti,Yes,Low,No,No,High,Urban,Yes,No,Bad,Bad,Yes,0.489367923
High,High,Yes,High,High,Anopheles gambiae,No,High,No,Yes,Low,Urban,Yes,Yes,Good,Bad,No,0.306399711
High,Low,Yes,High,Low,Aedes aegypti,No,High,Yes,No,High,Urban,No,No,Good,Good,Yes,0.438636802
High,High,Yes,Low,High,Culex quinquefasciatus,No,Low,Yes,Yes,Low,Rural,No,No,Bad,Bad,Yes,0.158027293
High,Low,Yes,High,Low,Culex quinquefasciatus,No,Low,No,No,High,Urban,No,Yes,Bad,Good,No,0.166371417
Low,High,No,High,High,Culex quinquefasciatus,Yes,Low,No,No,Low,Urban,No,Yes,Bad,Good,No,0.501332678
High,High,Yes,High,Low,Aedes aegypti,No,High,No,Yes,Low,Rural,Yes,No,Bad,Bad,Yes,0.78018627
High,High,Yes,High,Low,Aedes aegypti,No,Low,Yes,No,Low,Urban,No,No,Good,Good,No,0.521069616
Low,Low,Yes,Low,Low,Aedes aegypti,No,Low,No,No,Low,Rural,No,No,Good,Good,No,0.874832744
High,High,Yes,Low,Low,Aedes aegypti,Yes,High,Yes,No,High,Urban,Yes,Yes,Good,Good,No,0.886439437
High,Low,No,High,Low,Anopheles gambiae,No,High,No,Yes,High,Urban,Yes,Yes,Bad,Bad,No,0.185144487
High,Low,No,High,High,Anopheles gambiae,Yes,High,Yes,No,High,Urban,Yes,Yes,Good,Good,No,0.700324265
High,Low,No,Low,High,Aedes aegypti,No,Low,Yes,Yes,Low,Urban,No,No,Good,Good,Yes,0.462546679
Low,Low,Yes,Low,High,Anopheles gambiae,No,High,No,No,High,Rural,Yes,Yes,Good,Good,Yes,0.311432744
High,Low,Yes,High,High,Aedes aegypti,Yes,High,Yes,No,High,Rural,No,No,Bad,Good,Yes,0.821180799
Low,Low,No,High,Low,Aedes aegypti,No,High,Yes,No,High,Urban,Yes,No,Good,Bad,No,0.12716318
High,High,Yes,High,Low,Anopheles gambiae,No,Low,No,No,High,Rural,Yes,No,Bad,Bad,Yes,0.289431598
Low,Low,Yes,High,High,Anopheles gambiae,No,High,No,Yes,Low,Rural,No,Yes,Good,Good,No,0.293588842
Low,High,Yes,Low,High,Culex quinquefasciatus,No,High,No,Yes,Low,Rural,No,No,Bad,Good,Yes,0.707479351
High,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,Yes,Yes,High,Urban,No,Yes,Good,Good,No,0.48047482
High,High,Yes,Low,Low,Culex quinquefasciatus,Yes,High,Yes,Yes,Low,Urban,Yes,No,Good,Bad,Yes,0.425578755
High,High,No,High,High,Culex quinquefasciatus,No,Low,No,Yes,High,Rural,No,Yes,Good,Good,Yes,0.516330582
High,High,Yes,High,High,Anopheles gambiae,No,High,Yes,No,High,Urban,No,No,Bad,Bad,Yes,0.752361656
High,Low,No,Low,High,Aedes aegypti,No,Low,No,Yes,High,Urban,No,No,Bad,Bad,No,0.302022864
High,Low,Yes,High,High,Culex quinquefasciatus,Yes,Low,No,Yes,Low,Urban,No,Yes,Bad,Good,Yes,0.847037091
High,Low,Yes,High,Low,Culex quinquefasciatus,No,High,Yes,No,High,Urban,No,Yes,Good,Bad,Yes,0.938092691
High,Low,Yes,Low,High,Aedes aegypti,Yes,High,No,No,Low,Rural,No,No,Good,Good,No,0.044972521
High,High,Yes,High,Low,Anopheles gambiae,No,High,Yes,Yes,High,Urban,Yes,Yes,Good,Bad,No,0.271327707
High,High,No,High,High,Culex quinquefasciatus,Yes,High,No,Yes,High,Urban,Yes,Yes,Good,Good,Yes,0.062432431
High,High,No,Low,Low,Aedes aegypti,No,High,No,Yes,Low,Rural,Yes,Yes,Bad,Bad,No,0.60147191
Low,High,Yes,Low,Low,Anopheles gambiae,No,Low,No,Yes,Low,Rural,No,No,Good,Good,Yes,0.828895292
Low,High,Yes,Low,High,Culex quinquefasciatus,No,High,Yes,Yes,High,Urban,No,Yes,Good,Bad,No,0.965203671
High,Low,No,Low,Low,Anopheles gambiae,No,High,Yes,No,Low,Urban,No,Yes,Good,Good,Yes,0.509669632
Low,Low,Yes,High,Low,Aedes aegypti,Yes,Low,No,Yes,Low,Urban,Yes,Yes,Good,Good,No,0.019977546
Low,High,Yes,Low,High,Anopheles gambiae,Yes,High,No,Yes,Low,Rural,No,Yes,Bad,Good,Yes,0.346350131
High,Low,Yes,High,Low,Anopheles gambiae,No,High,No,No,Low,Rural,No,No,Bad,Good,No,0.51801859
Low,High,No,High,High,Culex quinquefasciatus,Yes,Low,No,No,Low,Urban,No,Yes,Good,Bad,Yes,0.438192236
Low,Low,Yes,High,Low,Culex quinquefasciatus,No,Low,Yes,No,High,Rural,Yes,No,Bad,Good,Yes,0.06214
Low,Low,Yes,Low,Low,Aedes aegypti,Yes,Low,No,Yes,High,Urban,Yes,No,Bad,Good,Yes,0.777036752
Low,High,Yes,High,High,Anopheles gambiae,Yes,Low,Yes,Yes,High,Urban,Yes,No,Good,Good,Yes,0.185448229
High,High,Yes,Low,Low,Culex quinquefasciatus,Yes,Low,No,Yes,Low,Urban,No,No,Good,Good,No,0.482711888
Low,High,Yes,Low,Low,Anopheles gambiae,Yes,High,No,No,Low,Rural,Yes,No,Good,Good,No,0.522327722
High,High,Yes,High,High,Culex quinquefasciatus,Yes,High,No,No,High,Urban,No,No,Bad,Bad,No,0.244388235
High,Low,Yes,High,High,Anopheles gambiae,No,High,Yes,Yes,High,Rural,Yes,Yes,Good,Bad,Yes,0.073331675
Low,Low,Yes,Low,Low,Culex quinquefasciatus,No,Low,No,No,High,Rural,Yes,No,Bad,Bad,No,0.137698803
High,High,No,Low,High,Aedes aegypti,No,Low,No,Yes,Low,Urban,No,Yes,Good,Good,No,0.708347098
Low,Low,Yes,High,Low,Anopheles gambiae,No,High,No,No,High,Rural,No,No,Good,Bad,Yes,0.452493806
Low,Low,No,Low,High,Anopheles gambiae,Yes,High,Yes,No,High,Urban,Yes,No,Bad,Bad,Yes,0.691833556
Low,High,No,High,High,Aedes aegypti,Yes,High,Yes,Yes,Low,Urban,No,Yes,Bad,Good,Yes,0.564533736
Low,High,Yes,High,High,Aedes aegypti,Yes,Low,Yes,Yes,Low,Urban,Yes,Yes,Good,Bad,Yes,0.40216873
